iter	Passed	Remaining
528	84942	557346
529	85094	557128
530	85228	556792
531	85378	556568
532	85523	556305
533	85672	556069
534	85815	555793
535	85962	555550
536	86109	555302
537	86255	555048
538	86377	554645
539	86533	554457
540	86683	554229
541	86829	553980
542	86984	553783
543	87125	553505
544	87271	553255
545	87420	553022
546	87564	552758
547	87711	552515
548	87852	552236
549	87987	551921
550	88142	551732
551	88307	551601
552	88501	551654
553	88663	551508
554	88837	551433
555	89052	551611
556	89218	551489
557	89379	551333
558	89530	551119
559	89692	550968
560	89864	550881
561	89987	550494
562	90119	550161
563	90276	549985
564	90443	549861
565	90589	549616
566	90732	549356
567	90885	549155
568	91034	548924
569	91177	548661
570	91291	548229
571	91437	547984
572	91591	547792
573	91746	547599
574	91927	547566
575	92089	547418
576	92238	547196
577	92390	546992
578	92531	546720
579	92628	546186
580	92772	545938
581	92933	545784
582	93088	545598
583	93236	545369
584	93384	545142
585	93543	544978
586	93684	544712
587	93835	544498
588	94045	544635
589	94190	544390
590	94325	544089
591	94473	543861
592	94612	543585
593	94756	543332
594	94901	543093
595	95054	542897
596	95181	542551
597	95321	542279
598	95463	542019
599	95598	541726
600	95738	541457
601	95873	541162
602	96032	541000
603	96184	540798
604	96334	540587
605	96471	540305
606	96611	540038
607	96756	539797
608	96909	539608
609	97077	539493
610	97234	539325
611	97368	539027
612	97507	538755
613	97655	538536
614	97794	538269
615	97936	538017
616	98085	537802
617	98233	537581
618	98379	537352
619	98538	537195
620	98694	537016
621	98845	536818
622	98998	536627
623	99159	536479
624	99317	536314
625	99468	536115
626	99622	535929
627	99770	535708
628	99922	535514
629	100074	535319
630	100227	535126
631	100368	534876
632	100514	534646
633	100662	534433
634	100802	534173
635	100957	533997
636	101107	533792
637	101245	533522
638	101390	533289
639	101536	533066
640	101674	532801
641	101815	532551
642	101964	532339
643	102108	532107
644	102252	531873
645	102410	531711
646	102558	531495
647	102706	531281
648	102864	531124
649	103004	530867
650	103145	530621
651	103292	530402
652	103432	530152
653	103579	529932
654	103720	529685
655	103865	529461
656	103992	529143
657	104128	528869
658	104253	528544
659	104390	528279
660	104538	528067
661	104669	527774
662	104806	527510
663	104936	527212
664	105078	526973
665	105232	526793
666	105360	526485
667	105513	526303
668	105658	526083
669	105787	525779
670	105949	525641
671	106091	525405
672	106228	525146
673	106382	524968
674	106528	524753
675	106674	524537
676	106814	524292
677	106958	524065
678	107106	523859
679	107255	523657
680	107411	523494
681	107527	523132
682	107670	522902
683	107836	522784
684	107984	522581
685	108129	522363
686	108269	522121
687	108421	521936
688	108570	521738
689	108717	521527
690	108837	521190
691	108978	520956
692	109121	520727
693	109271	520533
694	109422	520346
695	109562	520106
696	109695	519831
697	109840	519619
698	110036	519641
699	110178	519410
700	110325	519207
701	110466	518974
702	110612	518759
703	110758	518553
704	110883	518243
705	111026	518018
706	111159	517748
707	111305	517538
708	111455	517346
709	111600	517136
710	111728	516842
711	111880	516660
712	112021	516432
713	112170	516233
714	112297	515939
715	112463	515823
716	112614	515638
717	112745	515362
718	112891	515154
719	113039	514958
720	113193	514788
721	113366	514704
722	113530	514576
723	113686	514413
724	113840	514245
725	113994	514073
726	114143	513880
727	114284	513650
728	114429	513439
729	114557	513155
730	114682	512854
731	114841	512705
732	114991	512522
733	115138	512319
734	115278	512088
735	115427	511895
736	115577	511708
737	115719	511485
738	115868	511296
739	116021	511120
740	116143	510811
741	116276	510551
742	116413	510310
743	116598	510274
744	116725	509988
745	116875	509802
746	117018	509585
747	117165	509386
748	117317	509209
749	117459	508990
750	117610	508810
751	117751	508584
752	117895	508377
753	118010	508039
754	118131	507730
755	118284	507558
756	118397	507218
757	118562	507098
758	118720	506946
759	118885	506828
760	119043	506678
761	119189	506476
762	119346	506324
763	119469	506026
764	119636	505913
765	119721	505455
766	119868	505259
767	120018	505078
768	120167	504889
769	120309	504673
770	120430	504372
771	120580	504190
772	120721	503969
773	120868	503774
774	121012	503570
775	121156	503361
776	121294	503128
777	121443	502943
778	121598	502786
779	121747	502600
780	121891	502394
781	122043	502219
782	122193	502037
783	122324	501778
784	122435	501439
785	122549	501110
786	122702	500942
787	122849	500753
788	123002	500584
789	123149	500392
790	123301	500219
791	123451	500040
792	123591	499822
793	123744	499653
794	123890	499459
795	124012	499164
796	124150	498938
797	124303	498769
798	124450	498581
799	124594	498376
800	124744	498197
801	124889	498000
802	125029	497782
803	125178	497600
804	125313	497362
805	125462	497181
806	125600	496956
807	125742	496745
808	125893	496571
809	126037	496370
810	126182	496173
811	126374	496158
812	126512	495936
813	126644	495686
814	126787	495481
815	126951	495359
816	127102	495185
817	127256	495024
818	127410	494862
819	127552	494652
820	127749	494658
821	127934	494618
822	128110	494542
823	128256	494349
824	128415	494205
825	128567	494035
826	128704	493809
827	128858	493645
828	129015	493494
829	129158	493293
830	129308	493113
831	129462	492954
832	129635	492862
833	129783	492679
834	129932	492498
835	130053	492213
836	130191	491990
837	130304	491675
838	130483	491605
839	130640	491456
840	130782	491249
841	130927	491055
842	131079	490885
843	131227	490704
844	131375	490520
845	131524	490342
846	131663	490125
847	131824	489987
848	131980	489836
849	132132	489667
850	132284	489500
851	132443	489355
852	132583	489145
853	132733	488970
854	132874	488760
855	133030	488605
856	133171	488400
857	133316	488204
858	133471	488050
859	133617	487857
860	133773	487705
861	133945	487610
862	134094	487431
863	134239	487238
864	134380	487031
865	134531	486861
866	134674	486660
867	134820	486472
868	134972	486305
869	135120	486124
870	135270	485949
871	135420	485775
872	135563	485576
873	135706	485375
874	135854	485194
875	136014	485057
876	136153	484842
877	136285	484605
878	136433	484423
879	136586	484262
880	136730	484066
881	136888	483921
882	137023	483694
883	137167	483498
884	137304	483280
885	137457	483119
886	137605	482939
887	137760	482780
888	137913	482621
889	138083	482515
890	138213	482274
891	138361	482094
892	138514	481930
893	138664	481757
894	138799	481532
895	138943	481339
896	139097	481180
897	139237	480975
898	139360	480709
899	139453	480339
900	139597	480145
901	139731	479921
902	139879	479740
903	140017	479528
904	140164	479346
905	140319	479191
906	140455	478974
907	140594	478764
908	140746	478599
909	140896	478429
910	141043	478247
911	141196	478086
912	141356	477947
913	141493	477734
914	141646	477572
915	141780	477347
916	141940	477210
917	142094	477053
918	142252	476908
919	142400	476732
920	142552	476567
921	142698	476385
922	142855	476237
923	143004	476061
924	143157	475903
925	143307	475731
926	143437	475494
927	143578	475293
928	143712	475071
929	143837	474819
930	143983	474636
931	144187	474643
932	144339	474479
933	144486	474300
934	144623	474087
935	144773	473915
936	144906	473690
937	145049	473498
938	145192	473305
939	145338	473121
940	145488	472952
941	145633	472766
942	145779	472586
943	145923	472396
944	146077	472240
945	146217	472039
946	146377	471901
947	146532	471747
948	146679	471569
949	146816	471359
950	146962	471175
951	147116	471021
952	147287	470917
953	147449	470785
954	147598	470615
955	147757	470476
956	147894	470264
957	148042	470087
958	148189	469911
959	148347	469767
960	148497	469598
961	148635	469392
962	148785	469221
963	148926	469024
964	149089	468896
965	149229	468699
966	149363	468479
967	149501	468273
968	149643	468079
969	149792	467907
970	149932	467710
971	150095	467580
972	150231	467370
973	150359	467132
974	150486	466895
975	150632	466715
976	150770	466510
977	150909	466305
978	151056	466129
979	151201	465947
980	151350	465777
981	151498	465602
982	151645	465426
983	151799	465272
984	151949	465105
985	152099	464938
986	152257	464793
987	152411	464638
988	152559	464465
989	152703	464280
990	152852	464109
991	153007	463956
992	153150	463770
993	153296	463589
994	153456	463453
995	153608	463292
996	153758	463126
997	153898	462929
998	154040	462738
999	154202	462606
1000	154343	462414
1001	154494	462249
1002	154627	462031
1003	154767	461836
1004	154911	461650
1005	155060	461481
1006	155219	461343
1007	155378	461202
1008	155530	461041
1009	155684	460887
1010	155824	460690
1011	155980	460543
1012	156133	460386
1013	156294	460251
1014	156440	460074
1015	156597	459928
1016	156743	459749
1017	156903	459612
1018	157055	459452
1019	157209	459299
1020	157370	459165
1021	157544	459069
1022	157699	458916
1023	157845	458739
1024	157998	458581
1025	158145	458407
1026	158299	458252
1027	158444	458071
1028	158593	457902
1029	158731	457701
1030	158884	457543
1031	159039	457392
1032	159191	457232
1033	159315	456992
1034	159465	456826
1035	159621	456676
1036	159782	456543
1037	159935	456386
1038	160094	456246
1039	160249	456095
1040	160417	455980
1041	160588	455874
1042	160753	455751
1043	160910	455605
1044	161045	455396
1045	161205	455260
1046	161418	455270
1047	161596	455184
1048	161740	455000
1049	161894	454847
1050	162063	454732
1051	162217	454580
1052	162363	454400
1053	162516	454244
1054	162675	454103
1055	162840	453978
1056	162997	453832
1057	163116	453580
1058	163270	453426
1059	163414	453243
1060	163561	453069
1061	163722	452935
1062	163885	452804
1063	164049	452679
1064	164205	452527
1065	164366	452394
1066	164528	452261
1067	164683	452108
1068	164811	451882
1069	164969	451738
1070	165132	451609
1071	165286	451455
1072	165441	451301
1073	165595	451147
1074	165758	451015
1075	165914	450868
1076	166064	450701
1077	166206	450516
1078	166355	450345
1079	166509	450191
1080	166648	449997
1081	166795	449825
1082	166927	449608
1083	167073	449433
1084	167227	449279
1085	167370	449094
1086	167518	448924
1087	167624	448641
1088	167788	448515
1089	167937	448346
1090	168069	448132
1091	168213	447952
1092	168367	447799
1093	168525	447654
1094	168673	447486
1095	168815	447299
1096	168957	447113
1097	169106	446945
1098	169248	446761
1099	169407	446619
1100	169563	446471
1101	169716	446315
1102	169872	446165
1103	170024	446005
1104	170164	445816
1105	170323	445675
1106	170471	445504
1107	170613	445318
1108	170762	445152
1109	170915	444996
1110	171065	444831
1111	171208	444648
1112	171365	444504
1113	171515	444337
1114	171664	444173
1115	171800	443971
1116	171949	443806
1117	172105	443655
1118	172266	443520
1119	172435	443404
1120	172591	443256
1121	172745	443101
1122	172899	442949
1123	173056	442801
1124	173205	442636
1125	173366	442499
1126	173537	442388
1127	173682	442212
1128	173836	442058
1129	173994	441915
1130	174141	441744
1131	174303	441610
1132	174459	441462
1133	174613	441306
1134	174764	441146
1135	174922	441002
1136	175043	440764
1137	175196	440609
1138	175351	440456
1139	175492	440271
1140	175645	440115
1141	175764	439872
1142	175922	439728
1143	176066	439550
1144	176213	439380
1145	176377	439250
1146	176555	439156
1147	176755	439116
1148	176913	438973
1149	177073	438835
1150	177228	438683
1151	177395	438560
1152	177553	438416
1153	177713	438278
1154	177887	438173
1155	178041	438018
1156	178187	437845
1157	178344	437697
1158	178461	437453
1159	178607	437280
1160	178756	437114
1161	178905	436947
1162	179054	436782
1163	179201	436611
1164	179362	436474
1165	179572	436457
1166	179737	436329
1167	179872	436128
1168	180030	435984
1169	180183	435828
1170	180336	435672
1171	180492	435522
1172	180636	435345
1173	180779	435164
1174	180928	434997
1175	181082	434845
1176	181233	434683
1177	181391	434539
1178	181542	434378
1179	181680	434186
1180	181838	434041
1181	181991	433885
1182	182142	433724
1183	182298	433574
1184	182439	433389
1185	182593	433236
1186	182739	433064
1187	182880	432879
1188	183041	432742
1189	183195	432588
1190	183349	432434
1191	183507	432289
1192	183659	432131
1193	183830	432016
1194	183978	431848
1195	184130	431691
1196	184284	431537
1197	184429	431362
1198	184579	431199
1199	184736	431052
1200	184893	430904
1201	185030	430710
1202	185180	430547
1203	185318	430358
1204	185470	430198
1205	185622	430039
1206	185776	429887
1207	185926	429723
1208	186084	429580
1209	186226	429399
1210	186367	429213
1211	186527	429073
1212	186703	428970
1213	186838	428775
1214	186996	428630
1215	187150	428476
1216	187311	428338
1217	187465	428184
1218	187608	428006
1219	187760	427846
1220	187910	427684
1221	188065	427533
1222	188220	427381
1223	188363	427202
1224	188510	427035
1225	188644	426834
1226	188792	426667
1227	188942	426506
1228	189113	426389
1229	189256	426212
1230	189415	426069
1231	189552	425877
1232	189698	425706
1233	189855	425559
1234	190002	425390
1235	190149	425222
1236	190309	425080
1237	190475	424953
1238	190637	424818
1239	190797	424677
1240	190945	424512
1241	191086	424328
1242	191247	424190
1243	191425	424089
1244	191571	423919
1245	191713	423740
1246	191859	423567
1247	191998	423380
1248	192154	423232
1249	192318	423101
1250	192469	422941
1251	192625	422791
1252	192786	422652
1253	192949	422518
1254	193110	422380
1255	193260	422219
1256	193419	422076
1257	193563	421900
1258	193713	421738
1259	193854	421556
1260	193992	421368
1261	194155	421233
1262	194303	421067
1263	194462	420925
1264	194608	420753
1265	194738	420550
1266	194889	420389
1267	195047	420243
1268	195190	420066
1269	195327	419877
1270	195457	419672
1271	195578	419447
1272	195689	419203
1273	195825	419010
1274	195979	418858
1275	196121	418678
1276	196281	418538
1277	196431	418377
1278	196583	418221
1279	196740	418073
1280	196899	417930
1281	197065	417802
1282	197216	417644
1283	197362	417475
1284	197594	417485
1285	197760	417357
1286	197898	417170
1287	198058	417028
1288	198203	416857
1289	198359	416709
1290	198524	416578
1291	198667	416403
1292	198826	416260
1293	198975	416095
1294	199119	415920
1295	199263	415747
1296	199416	415592
1297	199581	415460
1298	199729	415295
1299	199893	415164
1300	200040	414994
1301	200169	414791
1302	200328	414646
1303	200445	414417
1304	200600	414267
1305	200759	414123
1306	200918	413980
1307	201072	413827
1308	201220	413663
1309	201360	413481
1310	201477	413252
1311	201631	413098
1312	201788	412951
1313	201946	412806
1314	202093	412640
1315	202263	412519
1316	202425	412383
1317	202579	412228
1318	202727	412064
1319	202888	411924
1320	203050	411788
1321	203181	411588
1322	203340	411444
1323	203502	411308
1324	203662	411167
1325	203826	411034
1326	203984	410889
1327	204149	410759
1328	204317	410632
1329	204481	410500
1330	204645	410366
1331	204796	410207
1332	204945	410044
1333	205087	409867
1334	205244	409719
1335	205397	409565
1336	205533	409376
1337	205691	409231
1338	205839	409066
1339	205989	408904
1340	206144	408752
1341	206292	408588
1342	206421	408385
1343	206581	408245
1344	206742	408105
1345	206897	407953
1346	207023	407746
1347	207170	407578
1348	207320	407417
1349	207473	407262
1350	207591	407038
1351	207758	406910
1352	207918	406769
1353	208046	406565
1354	208204	406422
1355	208346	406244
1356	208478	406048
1357	208613	405859
1358	208771	405714
1359	208911	405534
1360	209065	405381
1361	209214	405219
1362	209363	405056
1363	209513	404896
1364	209693	404793
1365	209847	404640
1366	210019	404522
1367	210176	404374
1368	210314	404191
1369	210462	404026
1370	210619	403879
1371	210774	403727
1372	210940	403598
1373	211107	403470
1374	211265	403325
1375	211420	403173
1376	211594	403058
1377	211773	402953
1378	211939	402823
1379	212104	402690
1380	212240	402504
1381	212394	402350
1382	212548	402196
1383	212690	402021
1384	212853	401886
1385	213021	401759
1386	213180	401614
1387	213327	401448
1388	213490	401312
1389	213641	401153
1390	213792	400995
1391	213943	400836
1392	214104	400697
1393	214257	400542
1394	214389	400347
1395	214540	400187
1396	214683	400015
1397	214836	399859
1398	214983	399693
1399	215138	399543
1400	215307	399418
1401	215463	399268
1402	215685	399241
1403	215837	399084
1404	215999	398945
1405	216145	398777
1406	216295	398616
1407	216442	398451
1408	216600	398304
1409	216764	398170
1410	216919	398018
1411	217068	397856
1412	217223	397705
1413	217378	397554
1414	217532	397401
1415	217685	397246
1416	217828	397072
1417	217983	396920
1418	218136	396766
1419	218298	396626
1420	218461	396489
1421	218624	396352
1422	218779	396202
1423	218927	396038
1424	219075	395872
1425	219246	395750
1426	219415	395623
1427	219587	395503
1428	219743	395352
1429	219920	395241
1430	220090	395117
1431	220235	394947
1432	220390	394796
1433	220542	394638
1434	220693	394479
1435	220853	394337
1436	221006	394182
1437	221150	394010
1438	221280	393814
1439	221431	393655
1440	221596	393522
1441	221745	393360
1442	221898	393204
1443	222041	393031
1444	222177	392847
1445	222338	392705
1446	222501	392567
1447	222621	392354
1448	222773	392197
1449	222924	392039
1450	223082	391894
1451	223231	391731
1452	223393	391592
1453	223546	391437
1454	223702	391286
1455	223860	391140
1456	224026	391008
1457	224203	390895
1458	224369	390762
1459	224519	390603
1460	224665	390435
1461	224824	390289
1462	224979	390139
1463	225140	389997
1464	225288	389834
1465	225441	389678
1466	225594	389523
1467	225772	389411
1468	225937	389277
1469	226088	389117
1470	226244	388969
1471	226392	388805
1472	226557	388670
1473	226720	388532
1474	226874	388379
1475	227031	388230
1476	227183	388073
1477	227334	387913
1478	227507	387793
1479	227667	387650
1480	227827	387506
1481	227954	387307
1482	228123	387178
1483	228272	387017
1484	228429	386868
1485	228597	386738
1486	228767	386611
1487	228921	386458
1488	229070	386296
1489	229226	386145
1490	229374	385982
1491	229521	385817
1492	229682	385676
1493	229833	385517
1494	229989	385366
1495	230137	385202
1496	230295	385055
1497	230450	384905
1498	230613	384765
1499	230761	384601
1500	230913	384446
1501	231075	384305
1502	231233	384158
1503	231396	384019
1504	231555	383873
1505	231707	383718
1506	231860	383562
1507	232010	383402
1508	232176	383268
1509	232337	383125
1510	232504	382993
1511	232667	382855
1512	232843	382737
1513	233008	382601
1514	233171	382463
1515	233339	382331
1516	233492	382177
1517	233642	382016
1518	233801	381870
1519	233953	381713
1520	234108	381562
1521	234319	381500
1522	234477	381352
1523	234631	381199
1524	234793	381057
1525	234953	380913
1526	235112	380768
1527	235298	380665
1528	235453	380513
1529	235603	380352
1530	235758	380200
1531	235918	380056
1532	236074	379906
1533	236225	379746
1534	236380	379595
1535	236574	379505
1536	236757	379396
1537	236922	379260
1538	237080	379113
1539	237239	378966
1540	237392	378812
1541	237558	378675
1542	237706	378512
1543	237863	378362
1544	238022	378216
1545	238172	378057
1546	238328	377905
1547	238496	377773
1548	238652	377623
1549	238798	377456
1550	238959	377313
1551	239113	377158
1552	239270	377008
1553	239437	376875
1554	239609	376749
1555	239771	376608
1556	239922	376448
1557	240080	376299
1558	240234	376146
1559	240376	375973
1560	240532	375822
1561	240694	375681
1562	240852	375532
1563	241014	375390
1564	241195	375279
1565	241347	375121
1566	241519	374995
1567	241694	374872
1568	241846	374715
1569	242009	374575
1570	242152	374404
1571	242303	374244
1572	242461	374097
1573	242622	373953
1574	242787	373816
1575	242945	373666
1576	243095	373506
1577	243252	373357
1578	243433	373244
1579	243593	373098
1580	243755	372957
1581	243914	372809
1582	244079	372672
1583	244226	372506
1584	244380	372352
1585	244529	372190
1586	244698	372058
1587	244879	371945
1588	245029	371784
1589	245187	371636
1590	245350	371496
1591	245507	371344
1592	245672	371207
1593	245829	371057
1594	245991	370915
1595	246147	370762
1596	246296	370600
1597	246451	370448
1598	246607	370297
1599	246770	370155
1600	246932	370013
1601	247087	369860
1602	247253	369724
1603	247428	369600
1604	247574	369434
1605	247721	369268
1606	247870	369107
1607	248028	368957
1608	248184	368806
1609	248345	368661
1610	248495	368501
1611	248630	368318
1612	248773	368147
1613	248935	368004
1614	249079	367836
1615	249237	367687
1616	249382	367519
1617	249538	367367
1618	249701	367225
1619	249858	367075
1620	250030	366947
1621	250183	366791
1622	250342	366643
1623	250490	366481
1624	250660	366350
1625	250821	366204
1626	250989	366071
1627	251147	365922
1628	251303	365771
1629	251456	365614
1630	251607	365455
1631	251778	365326
1632	251938	365179
1633	252100	365035
1634	252277	364914
1635	252436	364767
1636	252598	364624
1637	252728	364434
1638	252897	364302
1639	253058	364156
1640	253215	364007
1641	253377	363863
1642	253539	363720
1643	253692	363563
1644	253931	363530
1645	254088	363380
1646	254213	363183
1647	254367	363029
1648	254534	362892
1649	254696	362750
1650	254872	362626
1651	255017	362458
1652	255165	362295
1653	255338	362166
1654	255503	362027
1655	255667	361887
1656	255828	361742
1657	255994	361603
1658	256160	361466
1659	256330	361333
1660	256493	361191
1661	256657	361049
1662	256816	360902
1663	256977	360757
